year	month	day	DateTime	AreaTypeCode	AreaName	MapCode	PowerSystemResourceName	ProductionTypeName	ActualGenerationOutput	ActualConsumption	InstalledGenCapacity	SubmissionTS
2016	1	29	2016-01-29 19:00:00.000	CTA	RTE CA	FR	FESSENHEIM 2	Nuclear 	863.000000	0.000000	880.00	2016-01-29 20:54:08.000
2016	1	29	2016-01-29 19:00:00.000	CTA	RTE CA	FR	FLAMANVILLE 2	Nuclear 	562.000000	0.000000	1330.00	2016-01-29 20:54:08.000
2016	1	29	2016-01-29 13:00:00.000	CTA	RTE CA	FR	CORDEMAIS 3	Fossil Oil 	0.000000	0.000000	685.00	2016-01-29 14:53:08.000
2016	1	29	2016-01-29 13:00:00.000	CTA	RTE CA	FR	Croix-de-Metz	Fossil Gas 	392.000000	0.000000	413.00	2016-01-29 14:53:08.000
2016	1	29	2016-01-29 13:00:00.000	CTA	RTE CA	FR	BORT 1	Hydro Water Reservoir 	0.000000	0.000000	118.00	2016-01-29 14:53:08.000
2016	1	29	2016-01-29 13:00:00.000	CTA	RTE CA	FR	CHINON 2	Nuclear 	907.000000	0.000000	905.00	2016-01-29 14:53:08.000
2016	1	29	2016-01-29 11:00:00.000	CTA	RTE CA	FR	BLENOD 5	Fossil Gas 	430.000000	0.000000	427.00	2016-01-29 12:53:08.000
2016	1	29	2016-01-29 10:00:00.000	CTA	RTE CA	FR	SAINT-PIERRE	Hydro Run-of-river and poundage 	0.000000	0.000000	122.00	2016-01-29 12:01:11.000
2016	1	29	2016-01-29 10:00:00.000	CTA	RTE CA	FR	TRICASTIN 3	Nuclear 	932.000000	0.000000	915.00	2016-01-29 12:01:11.000
2016	1	29	2016-01-29 10:00:00.000	CTA	RTE CA	FR	EMILE HUCHET 7	Fossil Gas 	393.000000	0.000000	413.00	2016-01-29 12:01:11.000
2016	1	29	2016-01-29 10:00:00.000	CTA	RTE CA	FR	BUGEY 5	Nuclear 	0.000000	8.000000	880.00	2016-01-29 12:01:11.000
